text,data
"Last night, I am sitting in my TV room, beer in hand, bowl of pretzels on the TV tray & I decide to put the movie ""Monster Man"" into my trusty VCR. Expecting a fun-filled, gory, crash & bash cheesefest of a movie. What do I get instead? One of THE most silly, stupid, unfrightening & predictable films I have ever had the displeasure of sitting through. And what's even worse, all during the(& I use this next phrase loosely) ""sex scene"" the girl keeps all her clothes on! I'll make this summary short & sweet: mix ""Dude Where's My Car"" (about a good 1/2 of the film) with a very watered down ""Hitcher"", add a redneck version of the antagonist from ""I Madman"" as the primary villain & finally some incoherent black magic mumbo jumbo & you'll kind of get a clue how rotten this movie is. It's also utterly predictable throughout. The only notable factor to this buddy movie disguised as a ""horror film"" is that some of the moments between the 2 guys (even though the ""hero"" is one MAJOR annoying geek & the other is a Jack Black clone) are kind of funny (just mediocre funny i.e..like most of SNL skits). Other than that, ""Monster Man"" is a monster mess! 3/10 (This one I'll be handing out at Halloween time-just hope after the person views it I don't get my house egged or worse)",2
"I LOVED the Apprentice for the first two seasons.But now with season 5? (or is it 6?) things are getting just plain too tiring.I used to like the show, but its become Donald Trumps own ego fest. Granted its his company you'll be working for, but come on! some of the things says ""You're FIRED"" is just insulting.after watching the show, I would not want to work for him. not because he is arrogant, pompous or such. Its just that the show is unrealistic and the way he handles things makes me just squirm. Good Entertainment? YES, but tiring as the back stabbing gets so tiring.. its not team work, its not personal, its just business. watch your back jack.",2
"Creating a comedy is like walking a pretty thin tight-rope. It either works, or it does not. Grandma's Boy is one of those movies that does not work. It may have a few very funny parts, but for the majority, it's just a terribly unfunny comedy from the usual supporting characters in Adam Sandler films (sans Sandler himself, he's just a producer).Alex (Allen Covert) is a game tester. He's 35, and is the best tester and game player at his otherwise kid-filled workplace. He ends up getting his apartment and his stuff taken from him for not paying the bills (as it turns out, his roommate had just been spending the rent money on Philipino hookers and not paying the landlord). Desperate, he moves in with his grandmother, Lilly (Doris Roberts of Everybody Loves Raymond) and her two roommates.That's the basic plot of the film, thrown in with subplots about a hot new girl named Samantha (Linda Cardelli, unrecognizable from her days as Velma in Scooby Doo) trying to get the testers to complete a new game as fast as they can, a robot-like game creating prodigy J.P. (Joel Moore) who works with Alex and wears much of the same clothes as Neo in The Matrix, and of course, all sorts of sex and drug related jokes. That's it.The problem with the film, besides the fact that the real conflict in the film occurs and is resolved within the last fifteen minutes of the film, is that it just is not funny. It is totally mind-numbingly boring, and only sparingly funny. Nothing really happens at all. No emotion, no real sense of direction, and a whole ton of intense swearing. You find yourself maybe laughing at a few funny quips that the actors say, but otherwise sit in complete boredom, wishing you had not even bothered with the film. How this film was greenlit and how Fox thought it could make money will always remain a mystery to me.There's just no entertainment value to come from it. None of the actors are actually putting in good performances, they are just acting like idiots for the camera, and hoping for the best. Stoner comedy has been done before multiple times, and on occasion, actually works (Harold and Kumar Go To White Castle and Dazed and Confused come to mind). Here, it just makes for making the film even less funny than it is already. The random inclusion of a monkey and a pair of bare breasts really does not make the film any better either.Other than a few funny one-liners, this movie should just be out-right missed altogether. It's not very funny, the entire plot is silly, it's boring, and it just makes for one horrendous film. Avoid it like the plague.1.5/10.",2
"This tear-teaser, written by Steve Martin himself, is so unbelievably bad, it makes you sick to your stomach!The plot is pathetic, the acting awful, and the dialogue is even more predictable than the ending.Avoid at all costs!",2
"Clearly this film was made for a newer generation that may or may not have had an inkling of Charles Bukowski's work. The autobiographical Henry Chinaski character in Bukowski's stories was brilliantly portrayed to perfection by Mickey Rourke in 1987's 'Barfly', also starring Faye Dunaway. Anyone who has seen 'Factotum' should certainly see 'Barfly' to get a better look at how Bukowski wrote his character. 'Factotum' lacks the greasy seediness of Bukowski's screenplay and the fearless hopelessness of his loner hero. The inadvertent humor that bubbles through in the dark desperation of Chinaski's misadventures doesn't work for Dillon as it did so admirably for the overweight filthy blood-soaked Rourke. Rourke's character makes the pain and pleasure of the previous night's misbehavior a place-setting for yet another grueling ugly day in the life of a drunken misanthropic unknown writer. Dillon's character misses these marks in favor of a strutting, handsome, relatively clean-looking wanna-be writer that scarcely passes for any moment in that of Chinaski's story. Dunaway's sleazy heroine Wanda is the perfect complement to the ne'er-do-well Henry. The women in 'Factotum' can't hold a candle to Dunaway's 'distressed goddess' and the use of more profane sexual subject matter in 'Factotum' proves to be more of a crude distraction than a tip of the hat to Bukowski's raw and unapologetic portrayals of dysfunctional relationships. I was stunned at how many of the exact same scenes were used in 'Factotum' (Marisa Tomei buying all the stuff and charging it to the old man is an exact rip-off from 'Barfly').If you want to see the best Bukowski stories on film, see 'Barfly' and 'Love is a Dog From Hell' (which also goes by the title 'Crazy Love').",2
"Every boy eventually learns the lesson that just because a girl is good-looking, it doesn't mean she's good. Well, lemme tell you, at age 19, lesson learned. It's hard to tell what's worse: Kathy Ireland's acting skills, or her ultra-high-pitched voice; the one that sounds like a screeching mouse on helium scratching its tiny little claws down a blackboard. With an incomprehensible plot set in outer space with dwarves that want Kathy Ireland's bones for some obscure reason, this movie is just wrong on so many levels. If there were ever a candidate for a Mystery Science Theater 3000 revival, this would be it.",2
"""I Am Curious: Yellow"" is a risible and pretentious steaming pile. It doesn't matter what one's political views are because this film can hardly be taken seriously on any level. As for the claim that frontal male nudity is an automatic NC-17, that isn't true. I've seen R-rated films with male nudity. Granted, they only offer some fleeting views, but where are the R-rated films with gaping vulvas and flapping labia? Nowhere, because they don't exist. The same goes for those crappy cable shows: schlongs swinging in the breeze but not a clitoris in sight. And those pretentious indie movies like The Brown Bunny, in which we're treated to the site of Vincent Gallo's throbbing johnson, but not a trace of pink visible on Chloe Sevigny. Before crying (or implying) ""double-standard"" in matters of nudity, the mentally obtuse should take into account one unavoidably obvious anatomical difference between men and women: there are no genitals on display when actresses appears nude, and the same cannot be said for a man. In fact, you generally won't see female genitals in an American film in anything short of porn or explicit erotica. This alleged double-standard is less a double standard than an admittedly depressing ability to come to terms culturally with the insides of women's bodies.",2
"I really tried to like ""Saw."" The story was good, and I admire the breakneck pace of the way the film was shot. However, there were too many clichés and elements that while they may have looked ""cool,"" they really made no sense.First, what I liked about the film was the overall tone of the story, and I thought the premise was fantastic. The character of The Jigsaw Killer was intriguing and reminded me of vintage Dario Argento. Danny Glover was excellent in his role as an obsessed detective, and Monica Potter was good in a thankless role as a doctor's abducted wife. Shawnee Smith's scene was incredible and both Wan and Whannell should be commended for using that scene as a demo to get the backing for the film. The whole notion that the Jigsaw killer finds a way for his victims to kill themselves is an excellent notion, but once the film got going, logic began to get away.Once they showed that Zap was the one holding Dr. Gordon's wife and daughter hostage, it was apparent that he was not the Jigsaw killer, and part of it. The scene where he puts a stethoscope over the heart of the terrified Diana while Allison screams at him through her gag was one of the most gratuitous scenes I've ever seen. It was supposed to be chilling, but establishing nothing. Also, since the Jigsaw killer finds a way for victims to kill themselves, he has no problem slicing the throat of a police officer. I guess it's a way to show that he doesn't want to get caught and will go to any means necessary to ensure that doesn't happen, but to me it just didn't make any logic, especially when he shows no remorse over the death of another detective (which I did like that setup, just would've been better if given to someone who actually deserved it).I felt Leigh Whannell was fine as Adam. It wasn't really a showy role and he has a lot of potential as a character actor. However, I wasn't too fond of James Wan's direction. The story may have been original, but the direction sure wasn't. I guess I'm tired of quick, MTV style cuts in favor of the old approach to directing, but a lot of scenes involving the Jigsaw killer reminded me too much of ""Se7en,"" way too much of it. As the film progressed, to me it was starting to become a series of demo reels like ""Hey, look what I can do."" Instead of being intriguing, it became very distracting. But hey, it worked. He's now directing ""Final Destination 3"" so he's on a path to a successful career, and I think he will become a top notch horror director in years to come.What really did it in for me was the ending. Like I said, I knew that Jigsaw wasn't Zap, and I liked how Adam discovered the mini tape player after killing him. It would've had a terrific ending, except for one fatal flaw: I felt they should've left it where you didn't know who the killer was. The way it was done was only done for one reason: Boy, are we clever? Uh, no. To me, it just didn't make sense.Some of the better horror films are made for a reason, where there is a reason for the violence we see in the story. While ""Saw"" started out very well, it started to become undone by the filmmakers' insatiable need to be ""cool"" and detract from the winning story they had. Perhaps if they weren't too insistent on making the films themselves, and relied on a more experienced horror director to helm it, I think it would've been the horror classic that it undeservedly has been given over the past four months. If this and ""Cabin Fever"" are the future of horror, I'm very scared.",2
"do not be suckered into renting this movie. It has nothing to do with an escape from death row, despite the (english) title. I can't think of a single good thing to say about the movie. Poor acting, poor editing, poor directing... laughable ""plot"", and the sound/music was so irritating, it's a wonder this movie doesn't come with a warning label. The only possible way to sit through this movie and enjoy it is for it's historical cheesiness quality. They just don't make films this bad anymore.",2
"I mean of all the obscure, overlooked, low budget horror movies waiting to be re-discovered in a DVD release, why pick THE FOREST? I love ultra low budget direct to home video or other alternative release horror. I love 80s hacker horror. I love backwoods slashers with fools wandering off into the night to be chased, murdered and eaten by psychopaths. I am all for the idea of non-professionals working on a horror movie as a way to maybe break into the industry or just making a movie because they want to make one. I am all for using found public locations, non-actors, no name talent behind the camera and in the studio. NO PROBLEM! The most evocative image from THE FOREST is it's opening shot of a couple walking in the distance across a forest into the woods: We see them as tiny, vulnerable creatures entering a dank gloomy world where humans may not be the top of the food chain or most feared predator. Then the film takes a dive & never recovers -- we briefly meet the backpacking couple just as they realize that they are being stalked. They get separated, both are butchered, and then we meet the movie's protagonists as they drive their car in a traffic jam. They meet up with their respective mates and decide to take a camping trip. Sounds of snoring fill the room as people who came over to watch a movie fiddle with their cell phones text messaging people not there telling them how much the movie sucks.This film is too slow, this movie is too boring, and this movie is too talky. Which wouldn't be such a bad thing if the writers had given the people something to say other than the most stupid, asinine and unnecessary things. You know your horror movie is in trouble when the character with the most interesting lines is the droopy-faced park ranger who warns everyone away from the Cannibal Woods. And speaking of these ""woods"" they look about as far away from civilization as the overgrown vacant lot behind the soccer fields, only with bigger rocks and a stream flowing through it. There are impressive shots of the forest primeval, but no real sense of being out in the middle of it. If any one of the characters just sat down on the trail and waited long enough someone would amble by.What is worse about the film is that it fails to generate any human interest: I don't know who these couples are and don't care what happens to them. The hermit cannibal slasher guy is uninteresting even when pretending to saw freshly cooked meat off the leg of one of his victims to serve grisly bites to her boyfriend, who just happens to seek shelter in his cave. The irony of which is the epitome of ""underwhelming"". Coupled with a deliberately ominous synthesizer music score, cinematography that suspiciously looks like someone strapped a camera on a dog and it follow people's movements, a lack of appreciable gore, nudity, lurid thrills and unwholesome atmosphere and what we have here is a horror movie that isn't even as frightening as a PBS educational TV show about how magnets work.I don't mean to ""dish it out"" to the people behind this film, since they obviously went into the project with next to nothing, did not push themselves to be creative and ended up with just another boring movie about some maggot chasing women through the woods with a knife. There is nothing wrong with that concept, what is wrong is the unimaginative and utterly pedestrian way this was executed, right down to the utterly pointless conclusion when the film simply peters out at about the 80 minute mark. The best thing that you can say about THE FOREST is that it is over relatively quickly and there isn't much to command a repeat screening -- Hence my confusion at why anyone would feel the need for a DVD release. It was fine as a Prism Video rental years oddity, as a DVD it will be $5.99 rack fare inside a month of hitting the shelves. There is little or no urgency to see the film, unless you are considering making your own ultra low budget backwoods hacker set in a public park where nobody can charge you money for filming there. Here is a guide of steps to avoid making.With all that said and done, the film did have one interesting sequence, or rather one sequence that was so pathetic and ineptly thought out that it becomes an enigma in an otherwise cut & dried film: The madman comes home to find his wife in bed with the local contractor. He dispatches his beloved, arms himself with a kitchen knife that looks like it was made just to be used in a horror film and takes off after the interloper. The guy corners and attacks his quarry, who sidesteps & runs away, only to have the psycho materialize in his footsteps with a bigger, badder weapon. The psycho attacks again, and the guy gets away. The psycho materializes AGAIN, and once more the guy gets away. Then AGAIN! Finally on the fifth try the psycho trips the dude so to fall on some sort of a bladed contraption. How did he keep materializing armed with bigger badder weapons like that? Is there some supernatural element to this psycho? Since the film never makes it clear either way the scene is just an enigma, staged to build some tension. It's purpose remains unclear. The whole film is like that really, existing without any need to be made and executed in such a ham-fisted, uninteresting manner that one cannot help but wonder what the point of it was.3/10, and ample evidence that just because you can release a movie on DVD that doesn't mean you necessarily should.",2
"What the hell of a D-Movie was that? Bad acting, bad special effects and the worst dialogues/storyline i ever came across. The only cool thing here was Coolio, who had a nice cameo as a freaked out cop. However, the rest of the film is awful and boring. It's not even so bad, you can laugh about it. Just plain crap. And whoever compares this to the Evil Dead Series might as well compare Tomb Raider to Indiana Jones (well, ok, at least there was Angelina Jolie in Tomb Raider)! 1 out of 10",2
"This rubbish excuse for television is the single most god-awful piece of trash ever to hit Australian television. The house-mates are dull, uninteresting, ridiculously unintelligent and are picked on the basis that you would be likely to attempt to murder them if you had to live with them. As far as I am concerned Big Brother is the decline of western society, showing how us as a society are on a steep slope to becoming brain-dead morons. Whatever happened to television that didn't target the lowest common denominator of society as an audience? This cannot be classified as entertainment. I think that it true that Channel Ten can remove your soul. It happened to Rove McManus who was once a respectable comedian and, once moving to Channel 10, become horribly unfunny. With the exception of The Simpsons which is highly intelligently made.",2
"I couldn't believe that this movie dates from 2007, it had all the looks of a below-average seventies horror-flick. Didn't they have any knowledge of modern special effects or CGI?!? Didn't they know that in the post-millennium the violence in a supposed horror- and/or scifi-movie should at least be a little bit graphic? Or did I get the purpose wrong, was it supposed to be a deep and meaningful story of man and animal, bound together in the big cycle of life, or a warning to mankind not to mess with Nature, or something like that?? It doesn't really matter, either way it turned out wrong and to me this movie failed on all accounts.First of all: the premise is very improbable. If at a given time you're capable of replacing a total eye, no responsible medical scientist would start his very first human attempt with both eyes at the same time, that's totally unprofessional. And to do all this apparently without informed consent of the patient?! And why on earth choose for eyes that have a totally unusual color for humans, and make the victim look like a freak?! By the way, I noticed that all the real wolves in the movie had puppy-like normal dark eyes, couldn't they have waited for such a specimen? The story is lame, it's about this poor guy Aaron who gets these weird eye-transplants, which suddenly makes him feel like the donor-wolf (or at least, that's what I make of it) and then he's being chased by some military men. Especially this last bit is ridiculous. I mean, I can understand that the army is interested in the results of the experiment (imagine soldiers with night-vision eye-sight!) but as the operation fails on account of the apparent nervous breakdown of the patient, it's beyond me why they're out to kill him. Why not leave him alone and look for another usable recipient? (a volunteering soldier maybe??). And why try to kill everyone else that's involved with poor Aaron, isn't that a bit steep?! Who the hell are these militaries anyway, I hope not the US army or the government, they behave like psychopaths, walking around the hospital waving automatic weapons, raiding private apartments like they're after some public enemy # 1, and displaying during the ultimate show-down in the woods a total lack of discipline, like a bunch of frightened schoolchildren, panicking and shooting randomly around.Aaron, for some unfathomable medical reason, feels like a wolf after the transplantation of the eyes. Why would that be??? He suddenly sees visions of wandering wolves. What is this? Are we supposed to believe that the memories of the donor-wolf are situated in it's eye-balls?!? And that the recipient of these eye-balls also adopts the wolf's craving for red (life-) meat and can jump off of a 30 feet high balcony and land unharmed on his all-fours like a cat (can a wolf even DO that??!).The acting (or the lack thereof) didn't help the credibility of all this either: everyone stumbles through their lines like wooden dolls, especially this Indian girl, she may be pretty but she can only come up with one expression (vexed) and some disinterested mumblings about the force of Nature, and it beats me why Aaron all of a sudden is all over her (but hey, there probably had to be at least one love-scene!). I really sympathized with actor Cory Monteith, who seems like a nice guy with a handsome enough face, but they didn't give him much to go with. He has to run around bare-chested for more than half of the movie, which could have been fun to watch, but then they had better chosen someone with a more impressive physique, Monteith really should leave his shirt on. His (few) killings and attacks are hardly shown, we just hear some growling and cries of fear and then there's another victim lying down and Aaron with some more blood on his face and chest. Not much for a modern sci-fi horror! The only good acting came from Justine Bateman, and I really like to see how she has matured into a beautiful and classy forty-something lady. She did what she could with her silly lines and she even convinced me of being this doctor with good intentions, but they made her character a kind of a wimp, who gets totally bossed around by the leader of these militaries. What a pity that the script didn't make her stand up a bit more! In the end this sums up as being a silly and rather boring movie, hardly scary or thrilling, with unbelievable goings-on, a lot of overlong National Geographic-like visuals of wolves running around woods and slopes (who cares?!?), some pretentious Indian ramblings about Man and Nature and an uneven musical score with poppy songs at the most inappropriate moments. I guess the word ""superfluous"" covers it all.",2
"Wow, here it finally is; the action ""movie"" without action. In a real low-budget setting (don't miss the hilarious flying saucers flying by a few times) of a future Seattle we find a no-brain hardbody seeking to avenge her childhood.There is nothing even remotely original or interesting about the plot and the actors' performance is only rivalled in stupidity by the attempts to steal from other movies, mainly ""Matrix"" without having the money to do it right. Yes, we do get to see some running on walls and slow motion shoot-outs (45 secs approx.) but these scenes are about as cool as the stupid hardbody's attempts at making jokes about male incompetence now and then.And, yes, we are also served a number of leads that lead absolutely nowhere, as if the script was thought-out by the previously unseen cast while shooting the scenes.Believe me, it is as bad as it possibly can get. In fact, it doesn't deserve to be taken seriously, but perhaps I can make some of you not rent it and save your money.",2
"This film revival right march in a bad film industry and Saudi Arabia, I want to know how the director was able to stand in front of people of the industry after he making this film, work was so very bad, we do not know how cinema Saudi companies such as Rutana and other does not support yang Filmmakers in KSA like UAE We hope in the future to prosper film industry in Saudi Arabia But without such intervention Fools traders and idiots make us bad movies do not benefit the reputation of cinema in Saudi Arabia is like the Roman and Iranian cinema At the same time, please makers simple experimental cinema in Saudi Arabia such as Abdullah alayaf And others to achieve the dream of a good film industry to participate in festivals world away from the major companies interventions stupid",2
"As I write this in November 2005 I've become aware that the great British boom of cinema has come to an end and while people will claim much of this is down to the British government not giving film makers tax breaks I think the cause is much simpler - A lack of diversity on the part of producers over the last few years . Let's have a look at what the Brits were producing 1995-2005:Funky gangster thrillers . LOCK STOCK AND TWO SMOKING BARRALES was a truly great and thoroughly entertaining film and people went out of their way to ape Guy Ritchie's style with usually disappointing results Romantic comedies . Yeah okay I do realise FOUR WEDDINGS , NOTTING HILL etc were produced by American studios but they're still vaguely "" British films "" . Unfortunately because they're guaranteed to make a profit for the studios they have to follow a winning formula which usually involved Hugh Grant playing Hugh Grant for the umpteenth time Black Comedies . Can anyone explain what a black comedy actually is ? In the British context it's usually a rambling film with often contemporary political statements made and which often resembles Mike Leigh's NAKED Jasmin Disdar's BEAUTIFUL PEOPLE is a good example of the third type of British movie . Filmed in 1999 but set in 1993 it opens with two men having a fight on a bus and it's later revealed that one's a Serb and one's a Croat so we get a bite sized rundown of what was happening in the Balkans at that time , though what's the odds of two former enemies in the Balkans bumping into each other on a London bus ? This sums up one of the major flaws of the movie - Irony takes precedence over likely situations , you can appreciate the final irony of the subplots but is the outcome likely ? Perhaps the greatest irony is the title of the film . It's called BEAUTIFUL PEOPLE but certainly this audience member found them clichéd stereotypical people that I couldn't believe in as three dimensional characters",2
"Ugh! Where to begin ... first, Campbell Scott's non-stop angst becomes a real turn-off after awhile (a very short while) as he internalizes his mounting anguish, curiosity and anger. Only we don't care! These characters as presented by the writer and director are wholly unlikable, and therein lies the key. They haven't given us anything to make us care if they are adulterous and whether or not they are still in love with one another. When Scott quietly tells his wife, ""I could kill you"" before their three daughters at the dinner table, after the shock of his selfishly poor timing wore off I almost wished that he had--and then done the same thing to the smug, wisecracking apparition of Denis Leary before being hauled off the the looney bin. An utter waste of time and perhaps--only perhaps--resources.",2
"Michael Myers, the deranged, not-so-young-anymore psycho, who seems to get beefier with every appearance, is resurrected by his druid brothers to wreck more menace upon his family members, and any one else who gets in the way. Gaps in logic seem to be ignored in favor of a healthy body count. Michael, who originally preferred strangulations and kitchen knives, learns to swing an axe and use whatever means necessary to off his victims, and the result is an awful, patchwork, dollar store film virtually unhelped by a few genuinely creepy sequences. Donald Pleasance, who died shortly after production, seems to have been injected into this story simply so *somebody* could be billed as the star. You won't want to cover your eyes during this one, but you will shake your head at the downward slide of John Carpenter's classic creation.",2
"I went in not knowing anything about this movie and I walked out in an half hour knowing everything about it. It was one of worst movies I've ever seen. I'm a generally a nice person but if somebody told me they liked this movie, I would probably never talk to them again. Anybody who likes it throughly is most likely to have an extremely dry, hermit type personality. I'm gonna also include that they think they are pretty intelligent too, just like the self-centered fart bags who do the voices for the movie. I know everyone has different types of humor, some people may not even like mine, but that's okay; I don't think this covers any range of humor though. This movie is as flat and dull as Wes Anderson's mind. Go in and get ready to walk out; it's best to get your money back too.",2
"i was given the book version of Kazaam for my 8th birthday, and people always say the book versions are always better than the movie, but this time they were wrong. At least with the movie it's over soon.The acting in this is terrible, which i expected from a film with Shaq who plays a magical rapping genie that comes out of an old ghetto blaster (which there was probably a good reason he was trapped in there). The kid in the film that plays Max is whiny and a terrible actor. He's bullied by neighborhood kids, which i don't blame them because he's a little douche bag.The story is just plain stupid and extremely cliché. About a boy who's father is always working and never around who finds a new friend who makes his life better and eventually helps him reconnect with his father.Even at 8 years old i thought this was a stupid idea. It's a surprise any of the people whom worked on this film had careers after wards because it's an embarrassment and should have never been made. i could ramble on even more about how this movie sucks, but you should already know just by reading the plot.",2
"This is a confused and incoherent mess of interminable scenes of boring dialogues and monologues. That is no exaggeration: you have to make a tremendous effort to even try to become involved with it.I sincerely thought Fassbinder would make something interesting in order to tell why does Erwin/Elvira suicides at the end, but instead of this, in every scene somebody is trying to explain: ""when he was young, this happened..."" and ""he just came back from Casablanca and ordered to cut everything down there..."", etc.Soon in the movie, Erwin/Elvira is in a slaughter house talking with a friend prostitute (certainly a slaughter house is the best place for a pleasant little chat), and while telling her the story of Elvira's life, Fassbinder shows the killing of one cow after the other. It is difficult to choose between giving attention to the disturbing images or what the transvestite is saying. Of course we come to the very forced and coarse symbolism of ""I have suffered much in my life, and am about to die"".In one of the sparse moments where actually happens something, Erwin/Elvira encounters a former lover, that only after performing a extremely gay choreography with two other guys (as if going for the necessary level of homosexuality) is that he recognizes Elvira.There are some interesting shots and ideas, I must admit (such as when the nun tells the story of the young Erwin), but everything on the movie is wasted due to Fassbinder's self- indulgence.",2
"This is an interesting idea gone bad. The hidden meanings in art left as clues by a serial killer sounds intriguing, but the execution in ""Anamorph"" is excruciatingly slow and without much interest. There is no other way to describe the film except boring. The death clues are the only interesting part of ""Anamorph"". Everything connecting them is tedious. Willem Dafoe gives a credible performance as the investigator, but he has little to do with a script that is stretched to the limit. Several supporting character actors are wasted , including Peter Stormare as the art expert, James Rebhorn as the police chief, Paul Lazar as the medical examiner, and most notably Deborah Harry, who is featured on the back of the DVD case, yet only has a couple lines spoken through a cracked door. Not recommended. - MERK",2
"Elvis has left the building and he's lucky because he didn't have to watch this unfunny stinker. Scene after scene director Joel Zwick finds ways to make an unfunny script even less amusing. Filled with unfunny deaths, trite gay characteratures, and hack jokes, this film is more desperate than amusing. This is the sort of film that makes one hope Kim Basinger follows Doris Day into premature retirement. Let us remember her the way she was (talented) and not what she's become. David Leisure, the delicious Dennis Richards and the rest are all wasted talents here. Zwick finds a way to minimize their talents at every turn. The guy playing Elvis sounds more like Gomer than the King.The only really good bit of casting is the young girl who plays Basinger as a preteen. She really looks like her and is actually pretty good. The only other reason to watch this film at all is to look for the Tom Hanks cameo. The cameo isn't all that funny, but at least its not painful. One has to wonder if Zwick has incriminating pictures of Hanks or something that would make him do this movie.",2
"This movie had a very unique effect on me: it stalled my realization that this movie REALLY sucks! It is disguised as a ""thinker's film"" in the likes of Memento and other jewels like that, but at the end, and even after a few minutes, you come to realize that this is nothing but utter pretentious cr4p. Probably written by some collage student with friends to compassionate to tell him that his writing sucks. The whole idea is  I don't even know if it tried to scratch on the supernatural, or they want us to believe that because someone fills your mind (a very weak one, btw) with stupid ""riddles"", the kind you learn on elementary school recess, you suddenly come to the ""one truth"" about everything, then you have to kill someone and confess. !!! What? How, what, why, WHY? Is just like saying that to make a cake, just throw a bunch of ingredients, and add water forgot about cooking it? I guess these guys forgot to, not explain, but present the mechanism of WHY was this happening? You have to do that when you present a story which normal, everyday acts (lie solving riddle rhymes) start to have an abnormal effect on people. Acting was horrible, with that girl always trying to look cute at the camera, and the guy from Highlanders, the series, acting up like the though heavy metal record store (yeah, they're all real though s-o-b's). The ""menacing"" atmosphere, with the ""oh-so-clever"" riddles (enter the 60's series of Batman and Robin, with guest appearance of The Riddle) and the crazies who claim to have ""the knowledge"" behind that smirk on their faces just horrible, HORRIBLE.I'm usually very partial about low budget movies, and tend to root for the underdog by giving them more praise than they may deserve, in lieu of their constrictions, you know, but this is just an ugly excuse for a movie that will keep you wanting to be good for an hour and a half, and at the end you will just lament that you fell for it.",2
"This film should have been much better than it was. Christopher Eccleston is an excellent actor but even he couldn't rescue this tale of a young woman searching for the truth over her sister's death. Spoiler warning : In effect the truth is that the older sister ( played by Diaz) is just a spoilt, selfish and shallow girl who took too many drugs. Not much of a twist and not that interesting either. The film is also overladen with far too many flashbacks and voice overs and lacks dramatic pacing. All in all this is definitely worth missing - not to be recommended.",2
"i think south park is hilarious, and i have no problem w/them taking shots at people on the left, but you'd think that, after taking a whole movie to attack celebrities for risking their careers taking on an illegal war, and then being GASP right along, they would have the sense to start giving w. and the bastards ruining the country a shot or two. bush seems to get a pretty free run from these guys for as stupid and messed up as he is.gore is fair game, but please, what do the republicans have to do, how bad do they have to f^&k up the country before these guys finally act like maybe they aren't just trying to do the best they can, and that they have done some true screwing up...or maybe just go after rush limbaugh...hes a good target...or even just make fun of condoleeza rice's gap teeth.",2
"Utterly pretentious nonsense. The material is dull, dull, dull, and most of the cast wouldn't even have made understudies in Allen's earlier films. And to have to listen to the unfunny Will Ferrell do his Woody Allen imitation makes me loathe the second-rate (though mysteriously popular) Ferrell even more. It appears that the morose 70-year old Allen should have knocked off work when the clock rang in a new century.I truly tried to get involved in the film, but it was just impossible; my snyapses couldn't fire that slowly. So, rather than doze off and kill the afternoon sleeping in an upright position I got up, left my wife and daughter in the theater, and went out to the car where I had a really good book to re-read (George Bailey's great tome of 30 years ago, ""Germans."") The day turned out pretty well after all, no thanks to Woody.",2
"After the wife of a plastic surgeon dies, he gets his hunchbacked assistant to help him bring her back to life with various parts of other nubile, young, girls. This film wants to be a Hersel Gordon Lewis-type romp, but fails miserably. The acting is beyond bad, the gore effects atrocious (no, not in the good way), the plot almost none-existent and no fun to be had. Skip it. You want to know how incompetent it is? At one point you can actually see a movie slateboard quite obviously.Eye Candy: Candy Furr gets topless and again in a flashback My Grade: FDVD Extras: Commentary with Jeffrey Hogue and Cynthia Soroka, A second feature ""How to make a Doll""; Alternate Title sequence with Hershel Gordon Lewis intro; 2 shorts (""Quest of the Perfect Woman"" and ""Maniac Hospital""); Cover art gallery with music by the Dead Elvi; Trailers for ""Dr. Black Mr. Hyde"", ""Boots and the Preacher""; ""The Doctor and the Playgirls"", ""the Gruesome Twosome""; ""Wizard of Gore""; ""Awful Dr Orlof""; ""Wacky world of Doctor Morgus""; ""Proffessor Lust"", ""Monstrosity""; ""Fanny Hill meets Dr. Erotico""; and ""I, Marquis DeSade"" Easter Eggs: Theatrical Trailer; a scene from ""Just for the Hell of It""; and a trailer for ""Axe""",2
"I appreciate the need to hire unknowns for these kind of 'horror' movies, but they should at least hire some proper actors. The sergeant especially is guilty of using his monotone to bulldozer every single line he has. But let's face it, the lines aren't really important. There isn't really a recognisable plot, so most of the writing involves the words f**k, s**t, m*****f****r and other assorted bad language in place of proper dialogue.The 'story' as it is, is mostly made up of seemingly random gore and death, with a couple of cringe-worthy 'surprises', which happen around 10 minutes after you see exactly what's going to happen. Not only this, but there are several glaring plot holes and continuity errors (Why are they going in there? Didn't he have a weapon? Wasn't he dead?), so it makes the whole film seem as if it has been cut down by the several hours it would take to fix them.Another film which simply relies on blood and gore instead of any real cinematic experience.",2
